"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.057090585E2,4.307080805E-2,3.747160196E0,7.652246952E0
1.057190585E2,1.818545163E-1,3.785445452E0,8.824729919E0
1.057290585E2,1.306481123E0,3.584448338E0,9.509077072E0
1.057390585E2,2.435893536E0,3.048455954E0,9.322437286E0
1.057490585E2,2.124826431E0,3.029313564E0,8.920442581E0
1.057590585E2,1.488335729E0,2.857030153E0,8.465806961E0
1.057690585E2,8.231309652E-1,2.938386202E0,7.944170952E0
1.057790585E2,3.254238665E-1,3.177668571E0,7.331608772E0
1.057890585E2,1.100698411E-1,3.177668571E0,6.924828529E0
1.057990585E2,4.785645381E-2,3.211168051E0,7.020541668E0
1.058090585E2,2.105683982E-1,3.316452265E0,7.489534855E0
1.058190585E2,4.642075896E-1,3.249453068E0,7.987242222E0
1.058290585E2,1.473978758E0,3.153740168E0,8.748159409E0
1.058390585E2,2.105684042E0,3.072384357E0,9.255437851E0
1.058490585E2,1.732403636E0,3.187239647E0,9.322437286E0
1.058590585E2,1.330409408E0,3.196810961E0,9.638289452E0
1.058690585E2,9.954141974E-1,3.196810961E0,9.992427826E0
1.058790585E2,6.077769399E-1,3.278167009E0,1.049491978E1
1.058890585E2,8.614161611E-1,3.163311481E0,1.110748291E1
1.058990585E2,1.143769264E0,3.115455151E0,1.129412270E1
1.059090585E2,8.805587292E-1,3.268595695E0,1.105005455E1
1.059190585E2,7.657032609E-1,3.249453068E0,1.073898792E1
1.059290585E2,8.662018180E-1,3.259024382E0,1.023170948E1
1.059390585E2,7.130611539E-1,3.383451223E0,9.657432556E0
1.059490585E2,4.115654826E-1,3.536591768E0,9.150154114E0
1.059590585E2,6.364908218E-1,3.440878868E0,8.863015175E0
1.059690585E2,1.119840980E0,3.311666489E0,8.417949677E0
1.059790585E2,1.402194023E0,3.282952785E0,7.594819069E0
1.059890585E2,9.140582681E-1,3.388236761E0,6.393621922E0
1.059990585E2,3.302095234E-1,3.761517286E0,6.484549522E0
1.060090585E2,7.034898400E-1,3.737588882E0,7.183253765E0
1.060190585E2,9.714859724E-1,3.704089403E0,7.800601959E0
1.060290585E2,1.488335729E0,3.622733593E0,8.738588333E0
1.060390585E2,1.703689694E0,3.493520975E0,9.576076508E0
1.060490585E2,1.641476393E0,3.273381472E0,1.052841949E1
1.060590585E2,1.339980721E0,3.148954630E0,1.095912743E1
1.060690585E2,5.934200287E-1,3.278167009E0,1.114098263E1
