"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.815198405E0,-2.351829410E-2,6.569850445E-1,-1.823431402E-1
2.825198405E0,6.368265152E-1,5.714640021E-1,-2.147189677E-1
2.835198405E0,8.842267394E-1,5.164861679E-1,-2.196058929E-1
2.845198405E0,1.023503900E0,4.187478125E-1,-2.018908113E-1
2.855198405E0,1.069318771E0,2.745837271E-1,-1.627954692E-1
2.865198405E0,1.022282243E0,4.856374860E-2,-1.084285006E-1
2.875198405E0,8.909462690E-1,-2.568686306E-1,-5.894844979E-2
2.885198405E0,6.911935210E-1,-5.183187723E-1,-1.252272818E-2
2.895198405E0,1.371391416E-1,-7.901535630E-1,-4.001164436E-2
2.905198405E0,-1.475238502E-1,-7.480039001E-1,-1.218675226E-1
2.915198405E0,-4.437932670E-1,-5.922334194E-1,-1.860083193E-1
2.925198405E0,-6.973021626E-1,-3.784307241E-1,-2.073885947E-1
2.935198405E0,-8.500183225E-1,-1.450803876E-1,-2.293797284E-1
2.945198405E0,-8.836159110E-1,9.071341902E-2,-2.556469142E-1
2.955198405E0,-7.968730927E-1,3.032943606E-1,-2.819140851E-1
2.965198405E0,-7.968730927E-1,3.032943606E-1,-2.819140851E-1
2.975198405E0,-7.968730927E-1,3.032943606E-1,-2.819140851E-1
2.985198405E0,-7.968730927E-1,3.032943606E-1,-2.819140851E-1
2.995198405E0,-7.968730927E-1,3.032943606E-1,-2.819140851E-1
3.005198405E0,3.460549116E-1,6.759218574E-1,-1.707367003E-1
3.015198405E0,3.735437989E-1,6.649262905E-1,-1.658497900E-1
3.025198405E0,3.375027776E-1,6.117810607E-1,-1.689041108E-1
3.035198405E0,3.375027776E-1,6.117810607E-1,-1.689041108E-1
3.045198405E0,3.375027776E-1,6.117810607E-1,-1.689041108E-1
3.055198405E0,3.375027776E-1,6.117810607E-1,-1.689041108E-1
3.065198405E0,3.451386094E-2,5.140427351E-1,-1.579085439E-1
3.075198405E0,1.863137633E-2,5.818486810E-1,-1.175914705E-1
3.085198405E0,1.435532235E-2,6.038398147E-1,-7.177661359E-2
3.095198405E0,1.679878123E-2,5.971203446E-1,-2.535088919E-2
3.105198405E0,1.679878123E-2,5.971203446E-1,-2.535088919E-2
3.115198405E0,1.679878123E-2,5.971203446E-1,-2.535088919E-2
3.125198405E0,-1.585194170E-1,-2.690859437E-1,9.132428467E-2
3.135198405E0,-2.501491308E-1,-3.711003661E-1,9.743293375E-2
3.145198405E0,-3.191768527E-1,-3.576613367E-1,9.010255337E-2
3.155198405E0,-3.558287323E-1,-2.861901522E-1,7.605266571E-2
3.165198405E0,-3.588830531E-1,-2.159406990E-1,6.139190868E-2
3.175198405E0,-3.588830531E-1,-2.159406990E-1,6.139190868E-2
3.185198405E0,-1.915061027E-1,-1.579085439E-1,-8.246674202E-3
3.195198405E0,-1.151480079E-1,-2.208276242E-1,-3.145953640E-2
3.205198405E0,-6.383536756E-2,-2.788597643E-1,-3.573558852E-2
3.215198405E0,-5.772672221E-2,-2.800815105E-1,-2.290742844E-2
3.225198405E0,-8.949168772E-2,-2.183841616E-1,2.138026757E-3
3.235198405E0,-1.401934624E-1,-1.255327165E-1,3.451386094E-2
3.245198405E0,-1.927278340E-1,3.054323897E-4,4.978547990E-2
3.255198405E0,-1.707367003E-1,8.521563560E-2,6.078104675E-2
3.265198405E0,-1.212566569E-1,1.237001196E-1,1.072067693E-1
3.275198405E0,-1.029307172E-1,4.550942779E-2,1.963930279E-1
3.285198405E0,-1.933387071E-1,-1.591302752E-1,2.941313982E-1
3.295198405E0,-4.187478125E-1,-4.663952589E-1,3.582721949E-1
3.305198405E0,-7.382301092E-1,-7.767145634E-1,3.961458206E-1
3.315198405E0,-1.385746717E0,-1.076649189E0,4.553996921E-1
3.325198405E0,-1.616653681E0,-1.069318771E0,4.627300799E-1
3.335198405E0,-1.662468553E0,-1.004567146E0,4.871646762E-1
3.345198405E0,-1.475543857E0,-9.001092315E-1,5.006036758E-1
3.355198405E0,-1.082147002E0,-7.229584455E-1,4.596757591E-1
3.365198405E0,-5.543597937E-1,-4.578431547E-1,3.381136656E-1
3.375198405E0,1.252272818E-2,-1.970038861E-1,1.505781710E-1
3.385198405E0,1.007621408E0,3.527744114E-1,-2.779434808E-2
3.395198405E0,1.261130333E0,6.374374032E-1,-9.193515033E-2
3.405198405E0,1.350927472E0,8.903354406E-1,-1.200349256E-1
3.415198405E0,1.336877584E0,1.085201263E0,-1.279761642E-1
3.425198405E0,1.280678034E0,1.172554970E0,-1.200349256E-1
3.435198405E0,1.176831007E0,1.132848740E0,-1.072067693E-1
3.445198405E0,1.017395258E0,1.014340997E0,-6.750056148E-2
3.455198405E0,5.232056975E-1,7.064651251E-1,5.222893879E-2
3.465198405E0,2.244928032E-1,5.714640021E-1,1.127045527E-1
3.475198405E0,2.244928032E-1,5.714640021E-1,1.127045527E-1
3.485198405E0,2.244928032E-1,5.714640021E-1,1.127045527E-1
3.495198405E0,-4.584540129E-1,2.593120933E-1,2.953531146E-1
3.505198405E0,-5.085449219E-1,9.865466505E-2,3.607156575E-1
3.515198405E0,-4.566214085E-1,-3.817904741E-2,4.193586707E-1
3.525198405E0,-4.566214085E-1,-3.817904741E-2,4.193586707E-1
3.535198405E0,-4.566214085E-1,-3.817904741E-2,4.193586707E-1
3.545198405E0,-4.566214085E-1,-3.817904741E-2,4.193586707E-1
3.555198405E0,-3.023780696E-2,-2.623664141E-1,4.260781705E-1
3.565198405E0,3.054323897E-4,-2.403752953E-1,3.973675370E-1
3.575198405E0,4.428769648E-2,-1.517999023E-1,3.350593448E-1
3.585198405E0,1.194240674E-1,-6.933315098E-2,2.532034516E-1
3.595198405E0,1.194240674E-1,-6.933315098E-2,2.532034516E-1
3.605198405E0,1.194240674E-1,-6.933315098E-2,2.532034516E-1
3.615198405E0,2.758054435E-1,-1.200349256E-1,7.360920310E-2
3.625198405E0,1.670715213E-1,-1.249218509E-1,5.467239767E-2
3.635198405E0,2.412915789E-2,-1.114828214E-1,3.695731983E-2
3.645198405E0,-1.023198515E-1,-7.849612087E-2,2.535088919E-2
3.655198405E0,-1.817322671E-1,-6.505709887E-2,5.803215317E-3
3.665198405E0,-1.817322671E-1,-6.505709887E-2,5.803215317E-3
3.675198405E0,-1.029307172E-1,-2.962694131E-2,-7.483093441E-2
3.685198405E0,8.857538924E-3,-1.618791744E-2,-1.010981202E-1
3.695198405E0,1.346956789E-1,-1.374445762E-2,-1.188132018E-1
3.705198405E0,2.446513474E-1,8.246674202E-3,-1.200349256E-1
3.715198405E0,2.953531146E-1,5.039634556E-2,-1.163697392E-1
3.725198405E0,2.733619809E-1,1.047633067E-1,-1.310304999E-1
3.735198405E0,1.041524485E-1,3.124573231E-1,-1.676823795E-1
3.745198405E0,1.130099874E-2,3.149007857E-1,-1.835648715E-1
3.755198405E0,-6.078104675E-2,2.525925934E-1,-1.701258421E-1
3.765198405E0,-9.621120244E-2,1.713475734E-1,-1.450803876E-1
