"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.262853092E0,5.503492355E-1,2.859423161E0,1.149751282E1
3.272853092E0,2.273181528E-1,2.036292076E0,1.116491032E1
3.282853092E0,-2.871387079E-2,1.000199914E0,1.051645565E1
3.292853092E0,-7.896314561E-2,2.584248483E-1,9.930213928E0
3.302853092E0,-4.331009090E-1,-9.571290612E-1,1.030110168E1
3.312853092E0,-3.086741269E-1,-1.256231904E0,1.115294647E1
3.322853092E0,-2.057827413E-1,-1.509871125E0,1.219143105E1
3.332853092E0,-3.373879790E-1,-1.433300734E0,1.350987625E1
3.342853092E0,2.153540403E-2,-1.012163997E0,1.489292812E1
3.352853092E0,5.623133183E-1,-6.867401004E-1,1.568016720E1
3.362853092E0,1.160519004E0,-8.446664214E-1,1.572563076E1
3.372853092E0,1.160519004E0,-8.446664214E-1,1.572563076E1
3.382853092E0,1.160519004E0,-8.446664214E-1,1.572563076E1
3.392853092E0,1.160519004E0,-8.446664214E-1,1.572563076E1
3.402853092E0,7.130611539E-1,-7.393822074E-1,9.499505997E0
3.412853092E0,6.340979934E-1,-4.450650215E-1,8.494520187E0
3.422853092E0,5.216353536E-1,-2.967100143E-1,7.798209190E0
3.432853092E0,3.613162339E-1,-1.483550072E-1,7.051648140E0
3.442853092E0,3.613162339E-1,-1.483550072E-1,7.051648140E0
3.452853092E0,3.613162339E-1,-1.483550072E-1,7.051648140E0
3.462853092E0,-1.651047617E-1,6.197410822E-1,4.943571568E0
3.472853092E0,-5.264209956E-2,6.843472719E-1,5.331208706E0
3.482853092E0,1.435693540E-2,8.709874153E-1,5.931807518E0
3.492853092E0,-3.110669367E-2,1.064806104E0,6.776473522E0
3.502853092E0,-3.349951655E-2,1.251446247E0,7.664210796E0
3.512853092E0,-3.349951655E-2,1.251446247E0,7.664210796E0
3.522853092E0,-3.349951655E-2,1.251446247E0,7.664210796E0
3.532853092E0,3.158525825E-1,1.217946768E0,7.891529083E0
3.542853092E0,3.732803464E-1,1.170090318E0,7.424928665E0
3.552853092E0,3.349951804E-1,1.177268744E0,7.240681171E0
3.562853092E0,4.283152521E-1,1.196411371E0,7.262216568E0
3.572853092E0,6.747759581E-1,1.265803218E0,7.369893551E0
3.582853092E0,6.747759581E-1,1.265803218E0,7.369893551E0
3.592853092E0,6.269195080E-1,1.488335729E0,7.707281590E0
3.602853092E0,4.689932466E-1,1.560120344E0,7.460821152E0
3.612853092E0,4.283152521E-1,1.629512191E0,7.142575741E0
3.622853092E0,3.517449200E-1,1.842473388E0,6.912864685E0
3.632853092E0,4.043870270E-1,1.976471543E0,7.049255371E0
3.642853092E0,3.541377485E-1,2.084148407E0,7.539783955E0
3.652853092E0,4.139583111E-1,2.199003935E0,9.253045082E0
3.662853092E0,5.096712112E-1,2.132004976E0,1.029631615E1
3.672853092E0,6.293123364E-1,2.182254314E0,1.117926693E1
3.682853092E0,6.317051649E-1,2.299502611E0,1.181575775E1
3.692853092E0,6.340979934E-1,2.407179594E0,1.211964703E1
3.702853092E0,5.742774606E-1,2.402393818E0,1.195214939E1
3.712853092E0,7.250252366E-1,2.294716835E0,1.156690502E1
3.722853092E0,1.012163997E0,2.132004976E0,1.098784161E1
3.732853092E0,8.422735929E-1,2.206182480E0,1.116251755E1
3.742853092E0,7.417750359E-1,2.057827473E0,1.148076344E1
3.752853092E0,3.708875179E-1,1.952543259E0,1.173679543E1
3.762853092E0,1.220339537E-1,1.794616938E0,1.199761295E1
3.772853092E0,-1.603191197E-1,1.536192179E0,1.212682533E1
3.782853092E0,-1.651047617E-1,1.514656782E0,1.214836025E1
3.792853092E0,-1.651047617E-1,1.514656782E0,1.214836025E1
3.802853092E0,-1.651047617E-1,1.514656782E0,1.214836025E1
3.812853092E0,-1.651047617E-1,1.514656782E0,1.214836025E1
3.822853092E0,1.624726534E0,1.064806104E0,1.122951698E1
3.832853092E0,1.081555843E0,9.690931439E-1,1.084905815E1
3.842853092E0,7.082754970E-1,5.479564071E-1,1.077248764E1
3.852853092E0,1.110269666E0,4.259224236E-1,1.135155106E1
3.862853092E0,1.110269666E0,4.259224236E-1,1.135155106E1
3.872853092E0,1.110269666E0,4.259224236E-1,1.135155106E1
3.882853092E0,-9.116654396E-1,7.393822074E-1,1.523988724E1
3.892853092E0,-1.086341500E0,9.523434043E-1,1.500778389E1
3.902853092E0,-9.954141974E-1,1.184447169E0,1.440479279E1
3.912853092E0,-9.547362328E-1,1.318445325E0,1.349312687E1
3.922853092E0,-9.164510965E-1,1.392622828E0,1.260778236E1
3.932853092E0,-9.164510965E-1,1.392622828E0,1.260778236E1
3.942853092E0,-1.495514154E0,1.471585870E0,9.516255379E0
3.952853092E0,-1.452443361E0,1.251446247E0,8.575876236E0
3.962853092E0,-3.134597540E-1,5.096712112E-1,7.781459332E0
3.972853092E0,9.427721500E-1,-1.244267747E-1,6.781259537E0
3.982853092E0,1.799402595E0,-5.503492355E-1,6.137589931E0
3.992853092E0,2.723032236E0,-1.074377418E0,5.761917114E0
4.002853092E0,3.431307554E0,-1.533799291E0,6.199803352E0
4.012853092E0,2.931207657E0,-1.404586911E0,6.702296257E0
