"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.894623660E0,7.229584455E-1,-1.834121495E-1,-2.125809491E-1
2.904623660E0,6.844739914E-1,-9.056070447E-2,-1.087339297E-1
2.914623660E0,6.960803866E-1,3.466657549E-2,1.221729559E-3
2.924623660E0,7.241802216E-1,1.226311028E-1,8.246674389E-2
2.934623660E0,7.425061464E-1,1.507308781E-1,1.276707351E-1
2.944623660E0,7.321214676E-1,1.189659163E-1,1.514944583E-1
2.954623660E0,6.832522750E-1,5.665770918E-2,1.685986817E-1
2.964623660E0,3.912588954E-1,-1.595884264E-1,1.918115467E-1
2.974623660E0,1.811214089E-1,-2.194531709E-1,1.930332631E-1
2.984623660E0,-6.414080039E-3,-1.754709035E-1,1.624900252E-1
2.994623660E0,-1.493564397E-1,-6.307178736E-2,7.941242307E-2
3.004623660E0,-2.629773021E-1,9.941824526E-2,4.886918236E-3
3.014623660E0,-3.723220825E-1,2.600756884E-1,-3.298669681E-2
3.024623660E0,-4.547888339E-1,3.187187016E-1,-3.359756246E-2
3.034623660E0,-6.117810607E-1,7.559451461E-2,-9.773836471E-3
3.044623660E0,-7.913753390E-1,-1.730274558E-1,1.221729559E-3
3.054623660E0,-1.014951825E0,-4.778489769E-1,-2.138026804E-2
3.064623660E0,-1.223867536E0,-7.783944607E-1,-8.124501258E-2
3.074623660E0,-1.340542793E0,-9.518800378E-1,-1.698204130E-1
3.084623660E0,-1.380249023E0,-8.339831233E-1,-3.500255048E-1
3.094623660E0,-1.269071579E0,-4.534143806E-1,-5.681042671E-1
3.104623660E0,-5.042688847E-1,4.946477413E-1,-7.788525820E-1
3.114623660E0,-2.962694131E-2,6.992874742E-1,-7.000510097E-1
3.124623660E0,4.279107749E-1,6.241511106E-1,-5.338957906E-1
3.134623660E0,8.353576064E-1,4.415025115E-1,-3.481929302E-1
3.144623660E0,1.120631456E0,2.454149276E-1,-1.734855920E-1
3.154623660E0,1.187215686E0,6.276635826E-2,-6.963858753E-2
3.164623660E0,1.187215686E0,6.276635826E-2,-6.963858753E-2
3.174623660E0,1.187215686E0,6.276635826E-2,-6.963858753E-2
3.184623660E0,1.187215686E0,6.276635826E-2,-6.963858753E-2
3.194623660E0,1.187215686E0,6.276635826E-2,-6.963858753E-2
3.204623660E0,-7.064651251E-1,-4.613556266E-1,3.726275265E-2
3.214623660E0,-8.903354406E-1,-3.269653618E-1,9.834922850E-2
3.224623660E0,-9.868520498E-1,-2.402225733E-1,1.087339297E-1
3.234623660E0,-9.868520498E-1,-2.402225733E-1,1.087339297E-1
3.244623660E0,-9.868520498E-1,-2.402225733E-1,1.087339297E-1
3.254623660E0,-9.868520498E-1,-2.402225733E-1,1.087339297E-1
3.264623660E0,1.371391416E-1,4.586067200E-1,-5.681042373E-2
3.274623660E0,5.360338688E-1,6.015490890E-1,-6.658425927E-2
3.284623660E0,8.683443069E-1,6.931788325E-1,-3.970621154E-2
3.294623660E0,1.104748964E0,7.102830410E-1,-4.886918236E-3
3.304623660E0,1.104748964E0,7.102830410E-1,-4.886918236E-3
3.314623660E0,1.104748964E0,7.102830410E-1,-4.886918236E-3
3.324623660E0,8.445205688E-1,4.812087417E-1,-5.681042373E-2
3.334623660E0,5.995637774E-1,2.619082630E-1,-4.276053607E-2
3.344623660E0,3.796524704E-1,1.446222365E-1,-6.719512399E-3
3.354623660E0,2.153298408E-1,1.470656991E-1,3.848448023E-2
3.364623660E0,1.065959036E-1,2.234237939E-1,8.491020650E-2
3.374623660E0,1.065959036E-1,2.234237939E-1,8.491020650E-2
3.384623660E0,-6.566796452E-2,3.614792228E-1,1.924224049E-1
3.394623660E0,-9.376774728E-2,3.284925222E-1,2.028071135E-1
3.404623660E0,-8.521563560E-2,2.411388755E-1,1.704312712E-1
3.414623660E0,-4.428769648E-2,1.971566081E-1,1.374445707E-1
3.424623660E0,2.107483521E-2,2.093739063E-1,1.130099818E-1
3.434623660E0,1.017089859E-1,2.637408674E-1,8.674279600E-2
3.444623660E0,2.269362658E-1,3.284925222E-1,7.941242307E-3
3.454623660E0,2.721402645E-1,3.339903057E-1,-4.276053607E-2
3.464623660E0,3.014617562E-1,3.297142684E-1,-9.346231073E-2
3.474623660E0,3.149007857E-1,3.028362095E-1,-1.215620935E-1
3.484623660E0,3.100138903E-1,2.582430840E-1,-1.215620935E-1
3.494623660E0,2.813032269E-1,1.843284518E-1,-1.026252806E-1
3.504623660E0,2.299905866E-1,8.842267841E-2,-7.452550530E-2
3.514623660E0,2.299905866E-1,8.842267841E-2,-7.452550530E-2
