"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.208108348E0,5.618311763E-1,2.244583368E-1,1.172757149E0
2.218108348E0,2.552016973E-1,1.732498407E-2,8.527927399E-1
2.228108348E0,1.197524667E-1,-1.934753656E-1,5.159072876E-1
2.238108348E0,-7.855296135E-4,-3.181006908E-1,3.363046646E-1
2.248108348E0,-2.618547082E-1,-3.107181191E-1,2.089252472E-1
2.258108348E0,-3.225304484E-1,-4.122323394E-1,-1.056594849E-1
2.268108348E0,-1.066882610E-1,-4.314854741E-1,-3.886747360E-1
2.278108348E0,1.457866430E-1,-3.254154325E-1,-6.658792496E-1
2.288108348E0,2.015104890E-1,-2.398800850E-1,-8.234643936E-1
2.298108348E0,2.027356625E-2,-2.109194994E-1,-8.445529938E-1
2.308108348E0,-2.375826240E-1,-1.205945015E-1,-7.391376495E-1
2.318108348E0,-8.951478004E-1,2.440270185E-1,-4.209041595E-1
2.328108348E0,-3.853022456E-1,4.587666988E-1,-3.572492599E-1
2.338108348E0,1.064639688E-1,3.896474838E-1,-3.095035553E-1
2.348108348E0,4.730912745E-1,3.277291059E-1,-1.319074631E-1
2.358108348E0,9.386138916E-1,1.212707758E-1,-1.899242401E-2
2.368108348E0,1.101026893E0,6.011724472E-3,3.041639328E-1
2.378108348E0,1.086135745E0,-1.052430868E-1,4.455852509E-1
2.388108348E0,9.825665951E-1,-2.060699463E-1,4.209156036E-1
2.398108348E0,8.449969292E-1,-1.342917085E-1,2.443647385E-1
2.408108348E0,4.870066941E-1,1.093065739E-2,3.874111176E-2
2.418108348E0,1.410596371E-1,2.780055404E-1,2.846622467E-2
2.428108348E0,1.277751923E-1,4.180613756E-1,-1.604948044E-1
2.438108348E0,1.565424204E-1,2.479227781E-1,-7.064094543E-1
2.448108348E0,1.293671727E-1,1.995432377E-1,-1.102990150E0
2.458108348E0,-7.473868132E-2,3.492046595E-1,-1.336346626E0
2.468108348E0,-3.117248416E-1,4.927375317E-1,-1.334207535E0
2.478108348E0,-2.582646608E-1,5.406076908E-1,-1.185064316E0
2.488108348E0,6.154686213E-2,4.928448200E-1,-1.049439430E0
2.498108348E0,4.458195865E-1,2.996522784E-1,-7.825441360E-1
2.508108348E0,6.687846184E-1,-7.165610790E-3,-2.832908630E-1
2.518108348E0,5.985764265E-1,-3.052248955E-1,1.844568253E-1
2.528108348E0,3.165362179E-1,-4.030053020E-1,4.323587418E-1
