"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.690095011E0,1.000199914E0,2.866601467E0,9.638289452E0
3.700095011E0,1.067198873E0,2.914458036E0,9.446864128E0
3.710095011E0,1.162911773E0,2.871387243E0,9.375079155E0
3.720095011E0,1.201196909E0,2.828316450E0,9.365508080E0
3.730095011E0,1.172483087E0,2.857030153E0,9.360722542E0
3.740095011E0,1.172483087E0,2.919243574E0,9.384650230E0
3.750095011E0,1.220339537E0,2.991028309E0,9.346364975E0
3.760095011E0,1.225125194E0,2.943171740E0,9.332008362E0
3.770095011E0,1.244267821E0,3.010170937E0,9.375079155E0
3.780095011E0,1.215553880E0,2.995813847E0,9.384650230E0
3.790095011E0,1.196411371E0,3.005385160E0,9.384650230E0
3.800095011E0,1.172483087E0,2.976671457E0,9.288937569E0
3.810095011E0,1.182054400E0,2.991028309E0,9.107083321E0
3.820095011E0,1.201196909E0,2.991028309E0,8.939585686E0
3.830095011E0,1.263410330E0,2.976671457E0,8.872586250E0
3.840095011E0,1.287338614E0,2.943171740E0,8.877371788E0
3.850095011E0,1.210768223E0,2.967100143E0,8.963513374E0
3.860095011E0,1.153340459E0,2.962314367E0,9.011369705E0
3.870095011E0,1.043270707E0,2.933600664E0,9.107083321E0
3.880095011E0,9.571290612E-1,2.904886723E0,9.164510727E0
3.890095011E0,9.284151793E-1,2.909672260E0,9.226723671E0
3.900095011E0,8.901300430E-1,2.933600664E0,9.212367058E0
3.910095011E0,8.709874153E-1,2.928814888E0,9.207581520E0
3.920095011E0,8.422735929E-1,2.971885681E0,9.145368576E0
3.930095011E0,8.470591903E-1,3.000599623E0,9.102297783E0
3.940095011E0,8.518448472E-1,3.000599623E0,9.068798065E0
3.950095011E0,8.518448472E-1,2.981456995E0,9.092725754E0
3.960095011E0,8.087740541E-1,2.981456995E0,9.178867340E0
3.970095011E0,7.992027402E-1,2.995813847E0,9.269794464E0
3.980095011E0,7.848458290E-1,3.034099102E0,9.308079720E0
3.990095011E0,8.327022791E-1,3.072384357E0,9.336793900E0
4.000095011E0,9.140582681E-1,3.058027267E0,9.312865257E0
