"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.619981313E0,2.550360374E-2,5.955931731E-3,6.261364091E-3
2.629981313E0,-8.704823442E-3,1.817322709E-2,1.237001177E-2
2.639981313E0,-3.069595434E-2,1.939495653E-2,1.603520103E-2
2.649981313E0,-4.902189970E-2,8.399390616E-3,2.214384824E-2
2.659981313E0,-4.291325063E-2,-1.527161949E-4,2.703076601E-2
2.669981313E0,-2.947422490E-2,-6.261364091E-3,3.313941509E-2
2.679981313E0,7.177661173E-3,-1.725693047E-2,3.680460155E-2
2.689981313E0,4.749473557E-2,-1.970038936E-2,3.558287397E-2
2.699981313E0,1.036942974E-1,-2.214384824E-2,2.825249545E-2
2.709981313E0,1.391244531E-1,-1.603520103E-2,2.214384824E-2
2.719981313E0,1.598938555E-1,-9.926552884E-3,1.970038936E-2
2.729981313E0,1.427896470E-1,-6.261364091E-3,1.527161949E-4
2.739981313E0,9.880737960E-2,-5.039634649E-3,-3.512472380E-3
2.749981313E0,2.550360374E-2,1.069013379E-3,1.527161949E-4
2.759981313E0,-3.436114267E-2,-1.527161949E-4,2.596175298E-3
2.769981313E0,-9.300415963E-2,4.734201822E-3,1.527161949E-4
2.779981313E0,-1.125518382E-1,8.399390616E-3,-5.955931731E-3
2.789981313E0,-1.003345400E-1,1.206457894E-2,-1.206457894E-2
2.799981313E0,-6.246092543E-2,8.399390616E-3,-1.206457894E-2
2.809981313E0,-2.580903657E-2,-1.374445739E-3,-1.817322709E-2
2.819981313E0,1.450803876E-2,-3.558287397E-2,-1.206457894E-2
2.829981313E0,3.405570984E-2,-4.780016840E-2,-4.734201822E-3
2.839981313E0,3.649916872E-2,-5.757400393E-2,1.374445739E-3
2.849981313E0,2.428187430E-2,-6.734783947E-2,5.039634649E-3
2.859981313E0,1.069013379E-3,-7.467821985E-2,7.483093534E-3
2.869981313E0,-2.336557768E-2,-7.834340632E-2,3.817904973E-3
2.879981313E0,-4.046979174E-2,-7.467821985E-2,1.374445739E-3
2.889981313E0,-5.757400393E-2,-5.635227636E-2,-2.290742937E-3
2.899981313E0,-6.123919412E-2,-2.703076601E-2,-1.069013379E-3
2.909981313E0,-5.757400393E-2,4.734201822E-3,1.374445739E-3
2.919981313E0,-5.146535859E-2,3.405570984E-2,8.704823442E-3
2.929981313E0,-4.291325063E-2,6.337722391E-2,1.603520103E-2
2.939981313E0,-3.436114267E-2,7.803797722E-2,2.703076601E-2
2.949981313E0,-1.970038936E-2,7.681624591E-2,3.558287397E-2
2.959981313E0,7.177661173E-3,5.115992576E-2,3.802633286E-2
